A,B,C,D,AB,AC,AD,BC,BD,CD,ABC,ABD,ACD,BCD,ABCD
1,1,1,1,0.6666666666666666,0.16666666666666666,0.041666666666666664,0.11764705882352941,0,0.018867924528301886,1.0,0,0,0,0
1,1,1,1,0.6595744680851063,0.1702127659574468,0.0425531914893617,0.11764705882352941,0,0,0.75,0,0,0,0
1,1,1,1,0.6666666666666666,0.16666666666666666,0.041666666666666664,0.08823529411764706,0.029411764705882353,0,1.0,0,0,0,0
1,1,1,1,0.6666666666666666,0.16666666666666666,0.020833333333333332,0.14285714285714285,0.02857142857142857,0,0.8,0,0,0,0
1,1,1,1,0.6458333333333334,0.1875,0,0.14705882352941177,0.029411764705882353,0,0.8,0,0,0,0
1,1,1,1,0.6458333333333334,0.22916666666666666,0,0.14705882352941177,0.058823529411764705,0,0.8,0,0,0,0
1,1,1,1,0.7021276595744681,0.2765957446808511,0,0.17647058823529413,0.029411764705882353,0,0.7142857142857143,0,0,0,0
1,1,1,1,0.7021276595744681,0.2765957446808511,0,0.20588235294117646,0.029411764705882353,0,0.625,0,0,0,0
1,1,1,1,0.7021276595744681,0.2765957446808511,0,0.17647058823529413,0.029411764705882353,0,0.75,0,0,0,0
1,1,1,1,0.7021276595744681,0.2978723404255319,0,0.17647058823529413,0.029411764705882353,0.018518518518518517,0.75,0,0,0,0
1,1,1,1,0.7021276595744681,0.3404255319148936,0,0.2647058823529412,0.029411764705882353,0.037037037037037035,0.7272727272727273,0,0,1.0,0
1,1,1,1,0.6764705882352942,0.3191489361702128,0,0.2647058823529412,0.029411764705882353,0.037037037037037035,0.8181818181818182,0,0,1.0,0
1,1,1,1,0.6808510638297872,0.2765957446808511,0,0.23529411764705882,0.029411764705882353,0.03636363636363636,0.8823529411764706,0,0,1.0,0
1,1,1,1,0.6808510638297872,0.2978723404255319,0,0.23529411764705882,0.029411764705882353,0.03636363636363636,0.9,0,0,1.0,0
1,1,1,1,0.6764705882352942,0.2978723404255319,0,0.2647058823529412,0.058823529411764705,0.05454545454545454,0.9473684210526315,0,0,0.5,0
1,1,1,1,0.6764705882352942,0.3191489361702128,0,0.2647058823529412,0.058823529411764705,0.05454545454545454,0.9047619047619048,0,0,0.5,0
1,1,1,1,0.7058823529411765,0.2978723404255319,0.02127659574468085,0.23529411764705882,0.058823529411764705,0.01818181818181818,0.8571428571428571,1.0,0,0,0
1,1,1,1,0.7021276595744681,0.2978723404255319,0.02127659574468085,0.17142857142857143,0.05714285714285714,0.01818181818181818,0.9,1.0,0,0,0
1,1,1,1,0.7446808510638298,0.2978723404255319,0.0425531914893617,0.17142857142857143,0.05714285714285714,0.03636363636363636,0.8888888888888888,1.0,0,0,0
1,1,1,1,0.723404255319149,0.23404255319148937,0.06382978723404255,0.17647058823529413,0.07272727272727272,0.03636363636363636,0.8888888888888888,0.6666666666666666,0,0,0
1,1,1,1,0.723404255319149,0.23404255319148937,0.10909090909090909,0.20588235294117646,0.07272727272727272,0.03636363636363636,0.875,1.0,0,0,0
1,1,1,1,0.7446808510638298,0.2553191489361702,0.10909090909090909,0.20588235294117646,0.058823529411764705,0.03636363636363636,0.8888888888888888,1.0,0,0,0
1,1,1,1,0.7446808510638298,0.2978723404255319,0.10638297872340426,0.20588235294117646,0.058823529411764705,0.03636363636363636,1.0,1.0,0,0,0
1,1,1,1,0.723404255319149,0.2765957446808511,0.0851063829787234,0.17647058823529413,0.058823529411764705,0.03636363636363636,1.0,1.0,0.5,0,0
1,1,1,1,0.6739130434782609,0.30434782608695654,0.08695652173913043,0.21212121212121213,0.06060606060606061,0.03571428571428571,0.8888888888888888,1.0,0.5,0,0
1,1,1,1,0.6888888888888889,0.3333333333333333,0.1111111111111111,0.21875,0.09375,0.03636363636363636,1.0,1.0,0.5,0.5,1.0
1,1,1,1,0.717391304347826,0.32608695652173914,0.13043478260869565,0.21875,0.0625,0.03636363636363636,1.0,1.0,0.5,0.5,1.0
1,1,1,1,0.717391304347826,0.32608695652173914,0.10869565217391304,0.21875,0.0625,0.03571428571428571,1.0,1.0,0.5,0.5,1.0
1,1,1,1,0.6595744680851063,0.2978723404255319,0.0851063829787234,0.21875,0.0625,0.017857142857142856,1.0,1.0,1.0,1.0,1.0
1,1,1,1,0.6363636363636364,0.2978723404255319,0.06382978723404255,0.21212121212121213,0.030303030303030304,0.017857142857142856,1.0,1.0,1.0,1.0,1.0
1,1,1,1,0.5757575757575758,0.3191489361702128,0.06382978723404255,0.18181818181818182,0.030303030303030304,0.03571428571428571,1.0,1.0,0.5,1.0,1.0
