"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
28,57,47,28,12,41,6
30,58,47,37,13,40,9
29,58,47,36,19,41,16
29,57,44,36,35,55,29
31,56,45,35,45,54,40
32,54,42,40,44,46,33
31,58,49,39,48,54,41
33,56,46,35,44,50,30
32,56,47,34,45,46,28
35,57,48,41,60,53,46
38,56,49,52,69,51,56
38,57,49,58,71,47,62
39,59,49,55,69,54,56
39,62,49,52,69,61,67
39,65,50,42,78,62,63
42,63,48,41,85,46,56
44,65,51,40,87,44,44
44,65,54,43,76,43,43
42,68,57,43,61,45,45
42,66,58,52,57,59,50
44,68,58,71,72,64,68
49,66,59,76,81,71,79
52,65,58,94,101,79,143
52,63,61,86,118,90,161
52,61,62,90,135,87,147
54,59,55,85,144,86,188
55,54,53,81,139,76,167
54,55,54,72,126,63,144
51,55,47,59,108,50,101
51,54,49,57,101,52,97
49,54,49,50,85,50,66
43,51,49,44,63,52,42
41,50,50,42,69,49,48
39,48,48,37,68,38,33
35,48,39,38,49,42,39
35,52,38,47,51,50,75
31,49,38,34,54,47,71
31,50,37,27,50,42,45
30,50,36,25,47,38,16
28,54,35,28,34,39,17
29,55,35,25,37,38,17
30,54,34,29,34,36,20
33,56,33,43,32,32,24
32,62,37,48,36,44,32
33,62,38,39,36,44,35
36,60,37,46,48,38,65
39,63,40,39,62,44,62
44,62,44,44,78,46,58
43,64,47,57,102,57,125
43,65,51,59,151,57,149
46,65,56,51,170,51,96
50,62,55,51,129,54,68
53,63,61,54,123,59,96
53,62,57,70,89,65,99
52,61,58,71,106,62,69
51,60,59,58,122,60,90
52,62,60,54,110,49,68
51,66,62,64,89,57,61
51,62,64,60,97,80,78
56,64,63,75,100,102,113
55,63,65,68,118,88,103
56,61,65,65,157,76,85
58,60,63,52,157,59,53
58,60,65,59,149,58,69
58,58,69,72,149,74,110
58,63,71,75,134,77,92
60,62,72,72,155,71,80
58,63,70,71,161,75,103
58,64,72,81,162,75,133
56,61,69,92,145,90,173
54,62,67,81,133,93,144
51,61,66,80,148,92,192
54,62,68,77,159,109,221
54,62,73,80,183,104,183
54,63,74,72,180,88,154
56,66,74,75,194,95,178
54,63,74,72,175,89,153
55,61,77,70,164,96,132
57,58,78,57,169,95,92
55,56,80,57,156,78,105
54,55,83,67,156,92,133
54,53,80,79,162,96,190
52,50,78,74,178,103,240
49,50,78,67,204,107,269
46,49,78,51,209,88,182
43,49,69,45,174,75,149
47,46,66,48,181,81,160
44,42,60,42,150,68,127
43,42,55,38,122,56,117
40,40,47,37,93,44,79
38,41,44,33,76,27,43
32,40,40,26,74,24,42
32,43,37,24,67,27,28
32,45,37,25,61,37,45
28,45,35,24,55,23,16
30,49,30,28,50,25,15
32,49,29,36,45,30,24
33,49,28,45,46,29,38
35,49,28,46,45,28,38
33,51,29,44,43,35,43
36,52,28,48,40,42,52
36,52,30,45,52,43,60
36,54,32,48,61,40,45
38,56,37,46,63,33,37
40,58,39,55,61,33,26
45,53,47,54,65,42,31
42,54,48,55,72,42,41
43,54,49,50,76,46,55
44,52,50,44,80,46,58
46,51,51,46,88,43,56
46,52,51,42,90,53,63
47,50,51,43,99,59,83
46,53,51,50,107,70,125
