A,B,C,D,AB,AC,AD,BC,BD,CD,ABC,ABD,ACD,BCD,ABCD
1,1,1,1,0.6785714285714286,0.6428571428571429,0.03571428571428571,0.3611111111111111,0.1388888888888889,0.23529411764705882,0.35714285714285715,0,0.03571428571428571,0.05555555555555555,0
1,1,1,1,0.6296296296296297,0.6666666666666666,0.07407407407407407,0.35294117647058826,0.11764705882352941,0.21568627450980393,0.4074074074074074,0.037037037037037035,0.037037037037037035,0.058823529411764705,0
1,1,1,1,0.5925925925925926,0.6666666666666666,0.07407407407407407,0.3235294117647059,0.11764705882352941,0.27450980392156865,0.4074074074074074,0.037037037037037035,0.037037037037037035,0.058823529411764705,0
1,1,1,1,0.6153846153846154,0.6923076923076923,0.07692307692307693,0.35294117647058826,0.11764705882352941,0.27450980392156865,0.4230769230769231,0.038461538461538464,0.038461538461538464,0.058823529411764705,0
1,1,1,1,0.6538461538461539,0.6923076923076923,0.11538461538461539,0.35294117647058826,0.11764705882352941,0.2549019607843137,0.4230769230769231,0.07692307692307693,0.07692307692307693,0.058823529411764705,0.038461538461538464
1,1,1,1,0.6923076923076923,0.6923076923076923,0.15384615384615385,0.3939393939393939,0.15151515151515152,0.2549019607843137,0.4230769230769231,0.07692307692307693,0.07692307692307693,0.06060606060606061,0.038461538461538464
1,1,1,1,0.76,0.72,0.12,0.45454545454545453,0.15151515151515152,0.23529411764705882,0.52,0.08,0.08,0.09090909090909091,0.08
1,1,1,1,0.8,0.76,0.2,0.4411764705882353,0.20588235294117646,0.21568627450980393,0.52,0.16,0.12,0.08823529411764706,0.12
1,1,1,1,0.76,0.76,0.2,0.4411764705882353,0.20588235294117646,0.1346153846153846,0.48,0.16,0.12,0.08823529411764706,0.12
1,1,1,1,0.72,0.76,0.24,0.47058823529411764,0.17647058823529413,0.1346153846153846,0.44,0.2,0.16,0.08823529411764706,0.16
1,1,1,1,0.6538461538461539,0.7307692307692307,0.19230769230769232,0.4117647058823529,0.20588235294117646,0.14705882352941177,0.38461538461538464,0.19230769230769232,0.15384615384615385,0.11764705882352941,0.15384615384615385
1,1,1,1,0.6538461538461539,0.7307692307692307,0.19230769230769232,0.4117647058823529,0.17647058823529413,0.16176470588235295,0.38461538461538464,0.19230769230769232,0.11538461538461539,0.11764705882352941,0.11538461538461539
1,1,1,1,0.6666666666666666,0.7037037037037037,0.18518518518518517,0.42857142857142855,0.17142857142857143,0.20588235294117646,0.37037037037037035,0.18518518518518517,0.1111111111111111,0.14285714285714285,0.1111111111111111
1,1,1,1,0.7931034482758621,0.6206896551724138,0.13793103448275862,0.40540540540540543,0.13513513513513514,0.14705882352941177,0.3793103448275862,0.13793103448275862,0.06896551724137931,0.08108108108108109,0.06896551724137931
1,1,1,1,0.7241379310344828,0.6206896551724138,0.10344827586206896,0.3888888888888889,0.1388888888888889,0.12,0.41379310344827586,0.10344827586206896,0.04477611940298507,0.08333333333333333,0.05555555555555555
1,1,1,1,0.7,0.6333333333333333,0.1,0.3888888888888889,0.1111111111111111,0.1568627450980392,0.43333333333333335,0.05555555555555555,0.1,0.05555555555555555,0.05555555555555555
1,1,1,1,0.6451612903225806,0.6129032258064516,0.12903225806451613,0.40540540540540543,0.13513513513513514,0.11764705882352941,0.45161290322580644,0.05405405405405406,0.12903225806451613,0.05405405405405406,0.05405405405405406
1,1,1,1,0.6129032258064516,0.6129032258064516,0.16129032258064516,0.4594594594594595,0.10810810810810811,0.12,0.41935483870967744,0.05405405405405406,0.12903225806451613,0.05405405405405406,0.05405405405405406
1,1,1,1,0.65625,0.6875,0.21875,0.5135135135135135,0.10810810810810811,0.14,0.46875,0.08108108108108109,0.125,0.05405405405405406,0.03125
1,1,1,1,0.6875,0.6875,0.25,0.5675675675675675,0.13513513513513514,0.13725490196078433,0.5,0.08108108108108109,0.125,0.08108108108108109,0.03125
1,1,1,1,0.696969696969697,0.6363636363636364,0.2727272727272727,0.5675675675675675,0.13513513513513514,0.1568627450980392,0.45454545454545453,0.08108108108108109,0.12121212121212122,0.05405405405405406,0.030303030303030304
1,1,1,1,0.696969696969697,0.6363636363636364,0.2727272727272727,0.5,0.13157894736842105,0.1346153846153846,0.42424242424242425,0.07894736842105263,0.12121212121212122,0.05263157894736842,0.030303030303030304
1,1,1,1,0.6666666666666666,0.6363636363636364,0.2727272727272727,0.5526315789473685,0.13157894736842105,0.15384615384615385,0.42424242424242425,0.06060606060606061,0.12121212121212122,0.02631578947368421,0
1,1,1,1,0.6875,0.71875,0.25,0.6052631578947368,0.13157894736842105,0.15384615384615385,0.53125,0.03125,0.09375,0.02631578947368421,0
1,1,1,1,0.696969696969697,0.6666666666666666,0.18181818181818182,0.6052631578947368,0.13157894736842105,0.15384615384615385,0.5454545454545454,0,0.09090909090909091,0.05263157894736842,0
1,1,1,1,0.7272727272727273,0.6060606060606061,0.12121212121212122,0.5789473684210527,0.13157894736842105,0.17307692307692307,0.5151515151515151,0,0.030303030303030304,0.05263157894736842,0
1,1,1,1,0.7272727272727273,0.6666666666666666,0.15151515151515152,0.5526315789473685,0.15789473684210525,0.17307692307692307,0.5454545454545454,0.030303030303030304,0.09090909090909091,0.07894736842105263,0.030303030303030304
1,1,1,1,0.7142857142857143,0.6285714285714286,0.11428571428571428,0.5384615384615384,0.15384615384615385,0.21568627450980393,0.5428571428571428,0.05714285714285714,0.08571428571428572,0.10256410256410256,0.05714285714285714
1,1,1,1,0.7222222222222222,0.6111111111111112,0.1388888888888889,0.5128205128205128,0.1794871794871795,0.20754716981132076,0.5,0.08333333333333333,0.08333333333333333,0.07692307692307693,0.08333333333333333
