"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
52,51,51,41,50,40,23
53,48,55,43,62,46,36
51,47,57,57,86,48,47
52,46,57,63,90,42,50
50,47,55,51,98,47,48
49,46,52,59,78,54,65
50,47,52,65,73,55,62
55,49,47,68,79,58,70
55,50,46,74,84,52,74
56,50,48,81,89,60,83
58,51,51,72,102,62,86
63,51,55,79,124,59,94
66,52,56,73,145,66,108
64,54,62,73,145,62,98
64,56,62,71,135,65,129
69,56,64,78,151,63,148
71,54,64,79,162,44,101
69,54,69,80,164,49,93
67,53,68,81,165,59,105
63,51,69,71,176,65,108
57,48,65,64,155,59,97
55,45,66,67,140,59,119
51,45,58,60,116,61,100
45,46,49,44,102,47,64
44,42,44,41,98,38,57
43,42,44,50,74,28,34
46,45,39,54,67,32,48
47,45,38,58,84,29,60
47,47,39,36,105,39,51
50,43,39,33,105,43,50
46,41,39,36,91,35,44
44,42,38,34,64,31,22
50,42,44,47,73,28,27
49,40,42,39,77,28,33
44,45,38,46,80,43,59
52,46,39,62,90,48,94
58,48,41,76,146,44,177
57,49,42,82,188,46,197
59,49,46,73,207,38,120
59,47,48,67,205,42,150
63,49,48,77,171,49,145
62,50,51,95,167,60,207
66,49,60,100,195,87,319
68,49,63,87,236,82,235
68,50,68,81,241,65,140
72,52,73,73,245,50,104
70,52,68,71,228,56,152
67,53,66,70,238,65,199
68,54,65,76,259,81,261
70,54,65,74,264,86,284
69,52,65,58,289,74,201
69,50,67,48,265,48,97
67,48,72,41,256,48,60
69,50,78,62,236,46,103
67,45,78,74,196,61,106
65,48,74,77,204,54,198
59,49,71,65,234,62,177
58,47,69,67,228,44,77
54,45,67,60,199,53,120
53,46,66,61,174,61,141
55,49,63,51,229,60,128
56,51,62,64,300,51,135
55,51,63,76,276,58,229
57,50,66,69,233,54,133
62,50,67,63,232,52,140
61,51,75,64,280,59,229
62,50,76,65,300,81,269
65,48,76,67,302,88,307
65,45,77,65,298,77,238
70,45,83,62,329,73,237
71,44,87,68,296,83,210
70,44,83,71,261,76,227
67,43,84,73,229,71,201
67,42,83,87,237,71,211
64,43,81,83,277,81,239
63,45,79,72,260,75,212
60,48,81,81,230,80,172
61,48,82,67,197,70,84
66,46,83,86,190,67,116
69,44,80,88,234,71,193
72,45,76,85,223,79,188
70,46,74,67,209,81,147
66,48,70,65,197,74,138
63,48,70,69,202,60,149
65,48,67,77,193,58,130
58,48,64,60,162,66,120
54,49,60,51,162,54,87
53,46,61,47,162,31,57
55,49,59,61,145,37,84
54,47,58,55,131,44,72
54,49,58,54,145,52,92
55,52,56,61,153,45,93
53,54,58,73,152,48,146
52,55,57,76,166,53,177
56,55,53,84,172,52,206
58,54,47,86,172,56,171
60,56,49,100,200,67,245
61,54,48,98,211,56,221
58,54,48,94,222,63,233
59,51,47,92,218,63,229
58,50,48,89,199,64,170
60,50,54,64,199,51,64
61,50,54,64,184,50,65
55,47,56,54,138,49,74
48,48,53,47,109,64,100
44,50,48,48,101,59,83
48,52,44,53,110,45,67
51,52,51,49,173,39,91
49,51,53,49,188,39,97
49,49,57,54,180,47,94
49,51,60,65,171,61,113
53,50,59,73,159,53,69
54,52,53,62,130,45,47
52,49,55,58,123,56,47
56,49,56,64,132,60,89
60,49,60,68,135,65,109
61,46,60,78,141,64,105
64,46,61,85,164,64,143
63,49,61,83,205,73,182
66,47,61,79,237,73,191
66,47,62,73,236,72,195
63,48,64,60,237,68,127
63,50,63,57,224,56,73
61,49,66,56,212,58,93
62,51,67,57,192,62,124
67,53,66,65,156,55,106
69,53,70,59,154,53,104
69,55,73,64,281,56,74
69,55,76,60,312,55,69
64,53,75,56,268,66,78
64,52,74,70,253,71,169
66,52,74,89,238,84,279
65,53,74,85,239,110,316
62,54,74,78,294,114,427
62,53,72,69,278,97,265
60,52,68,54,242,77,126
60,53,68,49,202,69,94
60,50,68,66,204,75,175
61,47,69,67,219,89,252
56,45,68,65,219,92,239
51,46,67,57,226,91,216
52,47,61,54,246,84,310
51,47,58,53,232,87,272
51,43,56,58,247,70,189
52,42,60,62,266,76,306
51,44,60,52,262,88,359
48,42,55,45,194,89,261
47,42,48,38,118,52,91
46,43,43,34,94,36,40
44,41,35,33,56,16,13
39,42,34,32,36,25,15
41,42,34,37,53,32,29
44,43,31,43,70,29,31
47,41,31,55,74,29,39
50,39,32,46,78,34,44
49,38,38,39,101,25,39
51,42,39,41,103,16,12
52,39,39,48,98,20,24
59,41,44,69,102,22,43
61,43,51,73,174,33,109
61,43,58,61,280,27,85
63,41,64,57,322,32,65
65,39,69,60,298,32,53
61,45,74,82,264,47,103
60,43,74,60,257,48,125
58,42,71,39,241,31,55
52,40,71,39,227,30,40
