"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
46,51,52,38,38,33,17
45,54,50,39,45,43,23
45,56,50,44,60,52,36
46,57,47,53,67,47,32
48,60,46,54,77,46,47
49,56,43,55,78,37,37
51,56,45,61,70,39,43
53,53,49,67,76,55,73
51,52,49,68,75,51,72
53,48,52,51,92,45,71
47,47,55,35,83,47,44
44,47,53,36,78,45,42
43,44,49,41,60,40,32
40,48,46,43,62,41,44
37,44,42,41,55,34,40
36,45,38,42,49,37,55
37,47,40,44,61,44,62
37,45,37,38,71,39,60
35,44,36,35,65,30,41
38,47,35,45,64,28,38
33,46,35,39,48,33,38
30,45,33,41,47,32,48
35,48,33,55,48,31,51
41,51,34,48,54,31,30
41,53,32,56,61,30,61
38,50,30,46,56,31,56
36,49,28,41,32,24,24
35,52,28,47,26,29,20
34,53,26,42,19,34,18
33,55,29,42,23,37,31
36,54,37,43,27,42,32
39,54,42,53,57,46,53
46,52,41,55,82,39,62
47,52,42,49,83,39,50
47,53,41,48,76,32,20
45,55,42,65,75,34,35
45,55,42,55,78,47,80
47,59,41,64,81,50,100
43,54,44,73,105,68,136
41,58,46,71,104,83,146
42,60,46,58,110,72,94
43,62,48,59,103,66,77
48,59,51,52,118,59,88
52,59,52,54,142,56,124
51,58,53,54,129,57,92
44,57,51,48,82,51,48
41,59,49,48,69,41,21
40,56,51,40,76,47,46
39,58,49,43,79,49,43
40,57,46,51,80,49,43
40,57,46,54,73,55,51
42,57,46,45,65,64,53
41,52,46,44,62,43,48
40,54,44,53,53,46,50
41,58,45,42,54,43,33
40,58,43,43,55,40,37
44,59,42,50,64,39,51
50,61,45,48,75,48,46
52,59,45,50,84,52,58
50,58,41,49,74,46,53
47,56,43,55,80,39,67
49,55,41,53,75,31,32
48,54,38,59,69,26,21
51,57,36,78,62,37,46
53,56,39,92,81,42,86
56,56,40,103,116,56,134
56,55,41,99,153,67,220
59,57,42,86,163,72,192
58,56,44,86,171,61,179
61,57,47,77,160,50,95
65,59,50,78,152,50,78
65,57,52,92,134,45,87
66,56,58,96,109,51,106
63,54,56,94,112,61,150
58,53,53,86,121,62,197
55,52,52,67,138,69,150
58,52,51,59,131,66,158
57,55,51,69,127,53,120
51,56,53,53,108,43,72
54,50,51,53,96,42,66
49,50,55,43,88,54,43
47,52,52,41,91,47,46
44,51,52,33,74,52,40
43,54,53,32,64,42,36
40,54,51,36,63,49,35
42,55,49,34,57,48,30
46,51,50,46,59,46,46
53,52,47,65,66,47,63
51,51,48,61,86,44,64
49,52,47,60,95,42,60
49,55,48,70,93,40,41
49,56,49,69,91,49,51
47,55,51,61,79,43,47
46,53,47,55,77,42,54
43,52,41,43,76,37,46
41,51,38,40,61,43,37
42,47,39,46,55,30,47
43,47,39,46,45,29,34
41,51,38,45,40,35,31
39,51,41,53,45,38,40
39,51,42,50,49,33,41
41,48,42,58,49,41,42
41,46,42,67,52,45,69
41,43,42,46,61,59,60
39,42,44,47,61,56,54
40,40,46,37,64,44,38
38,42,44,25,76,38,32
38,43,44,28,72,38,37
38,42,43,31,69,35,32
38,41,41,35,59,40,47
38,43,38,45,62,35,70
36,44,40,46,61,44,78
34,46,40,49,62,51,86
37,46,42,46,73,59,100
41,44,41,46,66,51,67
42,46,43,42,86,53,101
45,45,45,47,132,53,125
48,48,46,60,129,61,163
49,48,46,64,170,55,227
49,50,46,82,211,75,357
45,50,45,79,172,66,279
43,52,47,78,146,79,270
44,53,46,88,172,92,543
47,55,44,84,188,80,478
53,55,45,72,213,68,307
55,55,48,84,229,60,331
61,58,47,80,242,51,308
58,55,46,56,211,43,174
60,54,51,53,216,38,101
63,56,52,49,204,40,50
64,55,52,70,174,42,64
63,56,54,88,159,56,120
62,58,58,83,164,62,136
65,59,57,87,184,47,123
67,57,61,83,159,45,90
63,57,60,78,153,62,110
59,58,60,65,130,58,73
60,59,60,71,105,53,53
60,57,57,71,97,59,55
60,54,58,67,102,52,43
61,48,59,58,135,57,91
59,49,57,49,122,61,78
55,53,56,50,119,49,70
55,54,59,55,113,48,64
55,55,57,64,108,48,83
56,55,56,76,125,58,162
53,51,60,84,143,60,233
53,51,59,95,147,70,308
48,52,57,80,158,77,270
50,50,51,50,184,58,95
47,51,52,45,190,35,56
47,55,54,43,150,40,43
46,52,54,34,97,48,36
47,55,55,38,82,50,35
48,55,54,54,79,47,43
49,56,54,61,86,44,59
50,54,55,63,83,56,91
51,55,57,71,93,61,104
51,54,59,66,95,81,90
55,55,60,63,113,69,79
56,57,60,56,126,51,60
56,58,61,52,105,53,35
52,58,58,54,69,58,47
49,58,51,68,72,57,88
46,56,49,62,69,58,96
47,57,50,61,75,64,112
46,59,51,63,90,66,114
49,59,49,56,104,66,88
56,57,51,62,124,60,98
58,55,54,64,157,56,132
62,52,58,75,211,52,134
63,47,56,88,210,40,120
61,48,54,69,194,51,129
55,49,51,55,139,52,72
51,48,52,51,107,52,53
49,49,53,42,82,49,38
49,47,49,43,77,47,46
45,46,48,44,69,48,48
44,47,48,46,75,46,51
44,46,46,40,73,37,33
42,49,48,52,85,36,49
38,51,48,58,83,41,88
40,49,44,59,75,44,94
42,53,45,60,81,55,113
41,59,47,61,80,55,119
43,60,45,54,79,42,54
48,61,42,69,85,43,71
55,60,45,75,110,55,111
55,61,45,77,112,52,119
57,61,46,71,112,53,109
61,61,47,61,128,40,81
59,60,46,49,110,29,52
58,61,50,60,95,33,75
55,60,48,64,76,34,60
53,57,47,56,89,42,43
50,57,46,55,91,41,74
48,57,46,49,97,49,74
48,58,45,62,107,43,109
52,58,44,51,104,45,60
53,59,45,61,80,51,52
