"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
64,42,50,48,42,28,18
65,45,50,48,46,32,23
64,45,45,55,49,37,26
66,41,42,48,61,39,30
68,37,44,46,71,31,28
70,39,48,46,80,29,23
71,40,50,46,89,40,35
61,42,50,59,89,42,52
63,41,47,58,102,42,58
61,39,49,59,103,37,54
58,41,49,62,91,45,87
58,41,49,63,100,42,86
59,40,48,61,115,33,80
57,36,46,51,135,32,85
57,38,46,44,139,32,55
58,41,47,48,131,28,45
56,42,49,52,126,31,40
55,46,51,54,117,47,74
55,45,54,51,123,43,67
56,43,51,51,105,34,50
60,44,48,53,90,33,45
59,44,50,57,72,32,41
60,46,53,58,76,49,62
62,48,54,76,107,52,118
61,46,60,78,125,42,103
64,46,61,75,119,55,103
65,48,63,71,130,61,111
63,47,65,75,156,64,167
65,45,66,72,168,68,158
63,44,64,63,148,63,121
60,42,66,52,141,45,81
59,40,66,59,133,48,80
53,40,67,65,149,59,151
51,41,60,70,165,69,254
51,43,53,71,171,79,303
53,41,49,65,204,79,311
53,42,48,55,209,60,214
54,41,47,48,172,44,107
57,41,48,56,144,38,90
59,38,47,49,145,36,95
54,39,49,41,122,35,64
51,39,46,39,97,18,26
50,38,39,35,55,14,10
47,36,36,34,51,17,27
45,36,31,27,39,15,10
48,38,28,38,36,15,11
47,37,28,44,31,10,2
45,37,27,44,31,10,8
45,33,26,36,31,8,5
45,34,30,30,46,18,26
43,35,31,30,34,12,5
46,33,28,40,25,6,3
44,34,28,37,20,13,10
44,34,28,40,21,15,10
41,33,29,36,31,12,16
41,33,28,46,49,21,55
42,31,27,59,60,29,82
42,29,29,55,84,38,140
40,31,34,48,135,37,172
40,30,35,30,118,31,117
44,29,36,33,123,25,63
44,29,33,32,109,20,56
41,30,30,38,95,23,94
39,31,26,39,74,24,93
40,30,24,28,73,19,52
39,30,23,32,62,16,42
35,32,23,33,54,9,11
37,37,25,33,52,10,7
39,38,28,38,53,12,16
47,37,27,54,48,16,20
49,38,35,65,61,21,46
51,38,42,57,71,21,43
51,36,44,38,57,30,28
51,38,46,50,61,36,20
53,41,46,55,94,39,62
58,41,49,59,111,45,87
66,43,50,70,116,66,126
70,43,55,64,140,68,122
69,42,54,68,151,64,124
72,43,61,80,177,60,140
70,43,67,73,208,56,148
68,41,68,56,184,62,124
66,42,68,61,174,52,89
62,44,64,56,168,49,99
64,41,66,51,174,59,92
62,41,67,54,154,47,67
60,41,62,47,131,40,42
56,42,59,49,128,48,67
58,41,57,50,130,37,46
60,42,54,55,124,31,35
59,44,54,61,105,34,31
62,43,58,58,116,39,57
60,45,62,75,117,42,72
65,44,66,66,162,54,92
65,45,67,55,160,56,74
68,46,66,63,155,43,46
63,48,64,83,147,67,159
67,45,60,95,133,81,195
72,44,57,102,154,79,221
70,44,55,93,179,68,201
67,44,56,76,195,57,164
67,45,54,95,200,46,153
64,45,52,99,202,62,243
60,47,50,92,201,61,224
59,45,52,59,187,59,174
58,45,55,58,178,49,127
58,45,52,51,147,48,104
55,46,51,54,124,37,67
53,41,50,54,121,40,72
51,43,47,54,103,47,65
49,45,46,56,110,49,98
47,43,45,43,110,42,76
50,46,45,42,107,37,64
54,46,46,38,106,41,63
57,46,50,46,132,47,103
63,48,55,70,183,63,170
66,50,62,88,205,69,194
68,49,67,73,186,57,116
68,48,69,81,191,59,111
73,51,68,96,202,74,163
75,51,70,106,203,84,246
79,51,69,111,264,96,294
82,50,71,107,364,84,317
84,49,74,112,387,68,299
82,45,74,106,339,65,271
80,42,73,76,291,71,197
80,43,73,75,268,68,171
73,43,69,65,222,63,132
62,43,63,53,130,57,62
58,42,57,37,105,49,36
59,41,52,42,109,39,33
59,40,50,46,116,33,55
58,38,47,54,105,35,61
57,35,44,42,94,31,46
55,34,42,56,91,35,78
51,37,41,63,95,43,104
45,39,39,54,76,44,82
44,40,36,53,81,38,61
47,41,34,49,92,31,57
50,36,33,39,96,19,31
51,36,35,42,76,16,20
53,39,39,53,73,20,32
53,41,40,54,69,29,43
53,41,40,55,69,28,39
57,40,45,56,102,36,72
57,40,47,58,131,43,134
58,41,52,57,166,46,140
55,39,53,54,181,54,152
58,38,57,57,191,64,164
57,37,55,70,183,57,167
60,36,54,67,167,46,129
64,36,51,55,158,43,92
60,38,56,46,191,48,80
62,38,58,43,225,43,80
63,41,53,55,188,37,72
62,42,45,57,159,32,82
60,40,46,52,141,34,80
59,43,45,49,106,43,57
58,43,43,50,89,43,56
58,40,43,53,78,36,36
58,39,44,62,78,37,58
56,37,44,61,80,39,69
57,36,44,54,80,36,54
55,38,43,55,71,43,54
56,38,43,48,67,43,38
59,38,50,43,122,39,67
60,39,54,46,163,39,65
62,37,58,46,158,28,36
60,36,59,43,139,37,57
56,34,59,45,135,43,117
52,36,55,53,159,44,126
49,38,55,49,180,34,110
50,41,54,54,162,48,132
48,41,51,45,131,47,107
51,40,51,40,106,45,81
55,43,51,43,94,42,52
58,44,52,47,115,37,39
61,44,57,52,141,37,48
64,44,57,55,135,25,39
63,44,55,63,120,35,44
61,44,57,73,115,56,75
61,45,54,83,121,54,94
64,43,55,71,138,65,121
64,44,55,61,139,57,87
64,45,54,62,148,64,99
64,44,52,87,127,56,94
63,44,49,83,148,53,106
63,44,48,69,154,48,92
63,42,46,53,152,36,76
62,43,42,45,135,26,33
62,47,42,46,105,31,30
65,43,47,51,101,35,52
65,44,44,60,112,30,66
68,44,42,59,110,27,49
67,44,43,58,115,31,42
68,43,47,61,129,42,47
72,43,51,58,142,37,64
75,43,53,62,188,41,119
74,40,55,59,187,38,102
72,40,60,64,179,31,64
