"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
43,49,45,34,22,48,14
39,47,42,39,24,44,17
39,47,40,44,36,34,25
37,47,42,40,43,35,28
37,47,40,34,56,34,37
37,47,41,36,49,36,36
38,47,42,40,51,42,39
40,49,41,55,55,44,47
41,49,41,53,50,38,46
39,48,45,45,52,35,42
40,49,46,45,60,45,44
39,46,44,32,74,42,38
42,44,46,32,89,37,47
43,45,48,28,102,48,64
42,46,49,36,96,49,72
41,45,51,45,94,69,112
43,46,53,46,92,58,82
43,44,56,40,79,50,53
43,46,56,48,66,50,52
42,41,55,36,64,45,38
38,40,56,23,62,27,6
36,42,49,25,35,28,15
30,42,42,36,35,23,23
27,43,40,27,33,24,14
28,46,35,20,36,25,14
31,46,38,27,37,28,14
34,44,38,33,32,27,21
32,42,41,34,38,27,37
32,41,45,32,48,25,35
31,42,44,41,46,29,46
30,42,43,39,55,26,34
31,40,41,22,46,23,18
31,40,38,16,37,19,10
28,38,36,20,39,16,10
28,37,33,21,31,17,10
32,36,33,17,35,19,11
32,37,36,32,40,21,15
33,37,34,35,38,19,23
31,41,32,27,36,26,23
33,41,34,30,59,26,38
34,42,36,34,64,26,49
35,44,39,45,64,38,54
37,44,41,35,59,38,22
36,43,40,32,52,33,19
36,45,41,31,67,31,29
36,48,44,33,63,35,45
38,48,40,32,63,29,44
38,47,42,33,74,29,16
38,46,46,31,97,19,17
39,46,49,25,82,20,9
38,47,51,31,67,23,12
39,44,53,31,50,31,21
39,43,52,30,56,30,23
39,45,54,33,54,33,26
36,45,54,31,54,41,33
32,47,59,24,64,34,25
31,47,58,20,62,36,24
35,46,56,35,62,46,55
35,44,52,36,60,44,50
37,46,54,39,61,49,47
38,48,52,33,72,43,35
41,51,53,42,75,46,47
40,53,55,42,76,58,61
42,53,59,48,88,71,60
43,55,59,43,85,76,50
46,57,62,50,96,62,59
48,55,64,62,84,71,56
47,55,65,59,83,73,62
47,56,63,63,109,76,72
49,54,64,62,123,69,77
51,53,66,55,127,59,68
51,53,67,49,115,57,57
49,53,67,46,127,59,81
45,54,62,49,137,63,118
45,50,60,43,144,50,81
47,52,59,55,138,49,78
46,49,59,51,147,47,64
47,52,59,55,142,49,84
44,52,58,48,108,60,65
44,52,49,49,96,43,41
46,52,50,43,93,39,27
44,50,49,39,74,31,34
42,48,49,48,67,26,33
41,48,49,47,65,38,38
40,46,45,40,79,47,52
37,47,49,36,87,45,55
36,49,48,39,80,44,50
37,46,45,39,64,41,50
40,44,42,44,64,29,40
41,44,44,54,53,30,42
44,43,42,61,83,49,121
44,44,47,58,120,63,165
44,42,50,55,136,70,147
41,43,48,59,141,71,189
41,42,47,52,141,76,183
35,41,48,40,142,78,146
34,40,45,46,130,63,160
29,37,42,47,89,52,107
29,39,41,37,70,51,78
34,38,40,41,86,38,52
38,38,41,40,86,30,43
38,38,49,36,123,26,41
39,37,54,30,119,20,12
39,39,62,27,94,33,22
38,42,67,36,106,39,52
38,42,71,26,109,38,55
38,43,68,23,115,35,26
38,42,70,22,110,39,25
39,44,67,29,91,31,19
41,41,71,32,72,36,29
33,43,62,29,70,49,52
33,44,56,35,81,66,77
35,44,55,40,84,63,99
36,46,50,40,77,54,108
39,47,51,46,53,63,72
42,49,54,49,58,52,58
42,48,54,54,69,57,64
34,48,55,50,76,66,78
31,47,54,42,88,52,79
31,49,54,38,99,60,100
32,51,53,35,108,60,99
33,49,50,41,114,52,92
40,48,48,39,107,51,75
42,50,52,44,105,53,70
43,52,55,49,109,54,81
