"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
42,57,46,36,43,35,15
45,58,45,43,34,36,14
47,56,44,50,34,29,12
47,53,43,55,44,30,19
50,50,46,58,55,43,37
51,49,48,67,72,51,70
53,52,49,58,71,48,66
55,53,49,69,66,52,60
58,55,50,81,72,55,82
58,53,51,77,78,59,93
58,52,52,79,104,60,109
56,48,52,70,121,63,108
53,48,52,58,127,58,85
53,46,52,51,130,58,89
50,45,53,52,141,53,75
46,49,54,48,132,45,80
45,48,54,48,122,51,85
46,48,58,52,126,60,126
45,46,55,45,105,62,88
48,49,55,53,117,55,82
50,51,54,48,131,40,52
50,49,55,49,141,31,47
53,47,55,43,117,36,46
51,46,55,63,96,46,66
50,46,51,53,76,45,46
48,49,52,47,73,47,24
48,51,51,55,93,40,51
49,52,49,55,95,40,45
51,54,48,68,70,50,53
52,54,49,72,72,48,69
50,51,49,54,81,51,65
48,48,48,56,92,49,69
48,48,48,59,89,53,83
48,49,55,65,117,54,77
46,51,55,57,154,54,69
51,49,57,61,164,58,83
51,50,55,62,141,62,97
51,53,51,58,126,47,75
53,53,54,46,124,57,46
53,50,51,43,120,57,61
53,50,49,60,114,55,68
53,51,48,60,104,54,61
54,47,48,61,103,55,103
53,49,48,57,113,49,76
53,50,49,58,106,58,102
55,54,52,70,120,68,107
55,51,55,67,148,71,159
55,48,57,59,131,72,127
55,46,60,54,132,62,53
56,48,57,60,148,56,64
57,46,61,55,157,58,124
58,43,63,55,144,60,107
57,43,62,46,133,56,69
53,44,64,46,119,47,53
49,42,62,41,102,48,49
48,41,59,37,108,41,37
46,41,59,34,94,49,39
42,42,57,39,88,59,69
47,45,57,44,88,56,44
47,42,59,54,93,50,49
49,43,57,55,104,44,53
53,41,55,51,120,50,70
50,38,52,45,110,44,72
46,39,55,43,99,50,65
44,40,50,48,88,55,86
41,45,48,43,83,63,76
40,44,46,38,79,54,84
42,47,44,43,90,45,89
44,52,44,44,93,39,78
44,51,44,41,80,33,49
44,48,46,48,91,35,53
47,47,46,47,87,40,55
44,48,49,43,82,34,35
39,48,49,38,63,30,22
37,46,47,32,50,23,13
38,45,46,30,66,19,16
39,46,44,28,68,30,26
39,47,40,35,60,35,26
36,45,41,41,59,41,38
35,43,40,35,61,42,48
35,42,35,31,54,31,22
34,44,38,33,47,27,27
35,46,38,25,50,39,35
35,46,39,29,44,38,31
32,43,38,39,35,34,26
34,41,36,42,38,33,24
38,42,37,42,39,40,34
39,43,37,41,56,44,41
39,45,37,47,55,50,47
43,45,38,54,80,44,61
44,44,41,55,97,48,73
47,43,45,65,125,49,118
47,46,44,69,133,50,154
42,45,45,62,139,59,211
42,50,47,62,143,61,169
45,53,44,74,139,44,77
46,52,46,62,143,59,101
49,54,43,58,141,51,112
50,54,46,64,145,45,131
54,52,46,63,150,45,127
53,51,49,59,145,49,121
52,52,54,70,135,49,116
54,54,52,68,156,59,147
53,55,52,67,160,55,116
58,56,56,74,175,57,171
61,57,56,67,186,57,176
55,55,53,49,164,50,92
53,56,55,48,151,38,56
51,54,55,40,140,38,37
47,54,52,42,105,36,34
47,51,50,47,83,45,46
46,50,46,50,87,54,65
47,53,44,43,97,40,34
50,54,44,32,95,31,21
51,50,43,41,72,23,30
51,50,42,51,60,26,34
50,47,44,47,68,29,38
48,48,44,43,66,29,21
49,50,42,54,63,31,42
49,49,43,51,61,39,40
51,49,44,60,74,56,73
50,49,49,52,104,57,80
49,47,52,52,103,57,94
47,47,52,62,130,79,245
41,47,45,61,123,74,238
40,48,46,55,117,64,153
40,46,48,39,118,56,116
41,46,48,37,109,45,74
44,45,49,30,100,38,55
41,46,47,35,100,35,76
40,45,46,34,87,28,35
43,46,50,41,75,30,29
46,48,54,42,71,30,25
46,55,54,49,75,32,16
46,55,55,53,75,55,34
47,55,55,64,77,60,64
47,52,59,59,96,69,98
46,52,61,50,109,70,83
45,51,60,45,110,64,68
44,52,59,41,115,57,71
50,53,59,50,121,50,80
51,54,58,56,101,51,60
50,54,52,52,99,60,69
53,51,49,52,102,60,62
54,50,47,43,83,46,32
55,49,45,47,66,37,24
51,49,42,48,60,34,34
44,50,42,54,59,42,41
41,49,42,51,49,33,36
41,49,40,45,54,20,28
36,50,38,36,47,19,34
34,50,37,39,41,27,32
35,50,32,40,35,25,33
32,49,31,36,31,28,23
33,44,28,25,29,20,19
35,44,29,36,51,25,38
37,44,32,47,60,33,54
36,46,36,56,74,44,108
38,44,39,58,121,71,213
38,44,41,47,143,69,204
39,45,41,45,127,68,112
40,47,42,38,121,42,51
41,51,45,44,126,30,43
41,54,44,50,116,42,83
39,50,42,47,104,47,90
44,52,45,60,94,48,69
43,51,44,62,91,47,73
43,50,47,53,100,51,68
44,49,44,54,94,46,82
43,49,42,48,73,42,48
43,50,42,44,84,43,61
44,50,39,47,92,28,57
41,50,41,34,85,21,28
40,52,43,38,56,25,22
39,47,42,46,47,35,24
35,47,39,43,54,40,46
36,49,38,42,65,43,53
36,48,37,45,79,47,54
37,50,37,50,86,46,64
38,51,41,53,81,53,57
39,52,41,52,77,53,82
42,52,44,55,87,45,77
42,53,46,46,96,54,77
44,55,46,44,104,48,92
48,56,46,47,107,43,67
51,55,55,57,138,57,87
52,57,59,75,141,61,108
53,58,59,85,157,70,142
56,56,59,80,169,73,155
57,56,59,77,200,81,187
59,53,57,73,208,65,146
59,51,60,75,211,69,137
61,52,61,83,210,68,130
59,51,57,71,189,59,106
60,51,57,78,177,61,126
59,51,59,76,173,88,190
55,51,59,69,196,76,130
54,50,58,66,219,62,165
49,50,57,67,187,55,153
48,50,56,60,167,46,96
